N,J,K,seed,transient_time,converged,window_size,threshold
100,0.02,-0.5,0,92,True,50,0.01
100,0.02,-0.5,1,50,True,50,0.01
100,0.02,-0.5,2,106,True,50,0.01
100,0.02,-0.6000000000000001,0,89,True,50,0.01
100,0.02,-0.6000000000000001,1,50,True,50,0.01
100,0.02,-0.6000000000000001,2,100,True,50,0.01
100,0.02,-0.6100000000000001,0,89,True,50,0.01
100,0.02,-0.6100000000000001,1,50,True,50,0.01
100,0.02,-0.6100000000000001,2,99,True,50,0.01
100,0.02,-0.6200000000000001,0,89,True,50,0.01
100,0.02,-0.6200000000000001,1,50,True,50,0.01
100,0.02,-0.6200000000000001,2,99,True,50,0.01
100,0.02,-0.63,0,89,True,50,0.01
100,0.02,-0.63,1,50,True,50,0.01
100,0.02,-0.63,2,98,True,50,0.01
100,0.02,-0.64,0,88,True,50,0.01
100,0.02,-0.64,1,50,True,50,0.01
100,0.02,-0.64,2,98,True,50,0.01
100,0.02,-0.65,0,88,True,50,0.01
100,0.02,-0.65,1,50,True,50,0.01
100,0.02,-0.65,2,97,True,50,0.01
100,0.02,-0.66,0,88,True,50,0.01
100,0.02,-0.66,1,50,True,50,0.01
100,0.02,-0.66,2,97,True,50,0.01
100,0.02,-0.67,0,87,True,50,0.01
100,0.02,-0.67,1,50,True,50,0.01
100,0.02,-0.67,2,96,True,50,0.01
100,0.02,-0.68,0,87,True,50,0.01
100,0.02,-0.68,1,50,True,50,0.01
100,0.02,-0.68,2,96,True,50,0.01
100,0.02,-0.6900000000000001,0,87,True,50,0.01
100,0.02,-0.6900000000000001,1,50,True,50,0.01
100,0.02,-0.6900000000000001,2,95,True,50,0.01
100,0.02,-0.7000000000000001,0,87,True,50,0.01
100,0.02,-0.7000000000000001,1,50,True,50,0.01
100,0.02,-0.7000000000000001,2,95,True,50,0.01
100,0.02,-0.7100000000000001,0,86,True,50,0.01
100,0.02,-0.7100000000000001,1,50,True,50,0.01
100,0.02,-0.7100000000000001,2,94,True,50,0.01
100,0.02,-0.7200000000000001,0,86,True,50,0.01
100,0.02,-0.7200000000000001,1,50,True,50,0.01
100,0.02,-0.7200000000000001,2,94,True,50,0.01
100,0.02,-0.73,0,86,True,50,0.01
100,0.02,-0.73,1,50,True,50,0.01
100,0.02,-0.73,2,93,True,50,0.01
100,0.02,-0.74,0,85,True,50,0.01
100,0.02,-0.74,1,50,True,50,0.01
100,0.02,-0.74,2,93,True,50,0.01
100,0.02,-0.75,0,85,True,50,0.01
100,0.02,-0.75,1,50,True,50,0.01
100,0.02,-0.75,2,92,True,50,0.01
100,0.02,-0.76,0,85,True,50,0.01
100,0.02,-0.76,1,50,True,50,0.01
100,0.02,-0.76,2,92,True,50,0.01
100,0.02,-0.77,0,84,True,50,0.01
100,0.02,-0.77,1,50,True,50,0.01
100,0.02,-0.77,2,91,True,50,0.01
100,0.02,-0.78,0,84,True,50,0.01
